,code,pubDate,pe_ratio,pe_ratio_lyr,pb_ratio,ps_ratio,pcf_ratio,code.1,roe,inc_return,roa,net_profit_margin,gross_profit_margin,expense_to_total_revenue,operation_profit_to_total_revenue,net_profit_to_total_revenue,operating_expense_to_total_revenue,ga_expense_to_total_revenue,financing_expense_to_total_revenue,operating_profit_to_profit,invesment_profit_to_profit,adjusted_profit_to_profit,goods_sale_and_service_to_revenue,ocf_to_revenue,ocf_to_operating_profit,inc_total_revenue_year_on_year,inc_total_revenue_annual,inc_revenue_year_on_year,inc_revenue_annual,inc_operation_profit_year_on_year,inc_operation_profit_annual,inc_net_profit_year_on_year,inc_net_profit_annual,inc_net_profit_to_shareholders_year_on_year,inc_net_profit_to_shareholders_annual,label_30,label_60,label_90
0,002741.XSHE,2015-04-24,51.48,51.4753,4.99,4.51,194.78,002741.XSHE,1.05,0.96,0.69,3.27,25.52,96.41,3.59,3.27,8.58,11.86,0.88,91.26,0.0,91.07,90.91,-23.69,-659.64,20.69,-19.89,20.69,-19.89,9.62,-71.57,25.63,-73.9,25.63,-73.9,1,1,1
0,002741.XSHE,2015-08-26,121.84,123.8945,11.58,10.47,42.96,002741.XSHE,4.68,4.48,3.16,11.5,25.66,87.22,12.78,11.5,5.09,7.42,-0.19,95.62,0.0,95.68,83.09,-9.11,-71.24,5.45,29.6,5.45,29.6,3.48,361.25,7.32,355.29,7.32,355.29,-1,1,1
0,002741.XSHE,2015-10-29,72.02,75.0903,7.02,6.25,57.86,002741.XSHE,2.13,2.27,1.41,5.31,24.77,93.09,6.91,5.31,6.87,9.68,0.61,106.62,0.0,106.75,74.02,-40.83,-590.91,7.57,-0.57,7.57,-0.57,-22.0,-46.26,-34.7,-54.12,-34.7,-54.12,1,1,1
0,002741.XSHE,2016-03-24,184.09,175.0161,16.09,14.3,364.36,002741.XSHE,2.74,2.15,1.88,6.07,21.51,94.87,5.13,6.07,5.82,8.22,1.2,76.74,0.0,78.43,113.23,33.87,660.48,15.27,11.66,15.27,11.66,-41.59,-17.14,-30.35,27.74,-30.35,27.74,-1,-1,-1
0,002741.XSHE,2016-04-30,182.68,182.6818,14.53,12.27,244.89,002741.XSHE,0.84,0.62,0.7,3.1,23.23,97.13,2.87,3.1,8.71,11.34,0.19,74.35,0.0,72.89,103.19,6.13,214.02,16.17,-19.26,16.17,-19.26,-7.29,-54.87,10.01,-58.77,10.01,-58.77,-1,-1,-1
0,002741.XSHE,2016-08-29,156.69,158.2083,12.48,10.3,-76.53,002741.XSHE,3.4942,3.1402,2.8931,11.3528,26.3263,88.1039,11.8961,11.3528,5.8813,7.7554,0.2977,89.7821,,89.8688,83.4547,9.8814,83.0636,3.417,15.3743,3.417,15.3743,-3.7615,378.8125,2.126,322.6524,2.126,322.6524,-1,-1,-1
0,002741.XSHE,2016-10-27,126.41,128.8276,9.81,8.31,-126.99,002741.XSHE,2.0903,1.957,1.6504,5.9697,23.4768,93.3011,6.6281,5.9697,7.6593,8.3153,0.1773,94.7127,,93.6205,97.8871,2.4702,36.875,21.6714,16.9767,21.6714,16.9767,16.7105,-34.8252,36.9044,-38.4892,36.9044,-38.4892,-1,-1,-1
0,002741.XSHE,2017-04-22,110.84,121.2495,9.04,7.43,1209.26,002741.XSHE,1.8846,1.608,1.4848,5.0529,20.9706,95.0124,4.4016,5.0529,6.8649,8.1033,0.1324,94.1677,-11.0649,85.3231,93.7925,0.4811,9.646,18.4159,8.6689,18.4159,8.6689,1.6399,-27.8353,-1.419,-8.0214,-1.419,-8.0214,-1,-1,-1
0,002741.XSHE,2017-04-29,102.84,102.8421,8.36,6.55,1118.1899,002741.XSHE,1.1031,0.747,0.8524,3.3823,21.3888,97.1301,2.8699,3.3823,8.0133,9.3819,0.6845,69.461,,67.7237,97.7621,3.9573,137.8903,30.1729,-11.242,30.1729,-11.242,30.3276,-42.1282,42.0722,-40.5861,42.0722,-40.5861,-1,-1,-1
0,002741.XSHE,2017-07-20,85.5867,89.1108,7.1922,5.3525,-126.5044,002741.XSHE,4.7724,3.7652,3.0893,12.7145,26.1391,88.1813,13.0979,12.7145,5.2992,7.355,0.9732,79.2552,,78.8955,90.212,4.364,36.9247,32.2609,17.2249,32.2609,17.2249,45.6226,435.0049,48.1248,340.6585,48.1248,340.6585,-1,-1,-1
